,Name,Street_Address,State,City,Zip_Code,Type,Reviews,No_of_Reviews,Comments,Price_Range
98,Rancho Viejo,14201 E Sprague Ave,WA,Spokane Valley,99216-2108," Mexican, Vegetarian Friendly",4.5,47,Their plates are huge and it was way too much to eat for a dinner. The food was rather bland without a distinctive taste.,Medium
99,30 Lake,30 Lake Avenue,NY,Saratoga Springs,12866," American, Seafood, Vegetarian Friendly",4.5,182,"This is one of the restaurants high on our list when we moved to the area in 2018, but hadn’t gotten there until tonight.  I read a recent pretty favorable review in the Times Union so the multiple changes in ownership and chef didn’t phase...More",Medium
100,Pj's Pancake House,154 Nassau St,NJ,Princeton,08542-7006," American, International, Vegetarian Friendly",4.0,441,have been to PJ's many times in person and through delivery. Food is always fresh and tasty and very flavorful. Have had all the breakfast items as well as their cheese steak which is great for lunch. Would highly recommend!,Medium
101,Rainbow Diner Restaurant,849 Route 70,NJ,Brick,08724-2910," American, Greek, Diner",4.0,262,"We were recently at the Rainbow Diner for dinner.  We have been here many times before.  The food this week was exceptionally good.  The food was delicious, and served nice and hot.  I ordered a seafood dish, which was cooked perfectly.  The bread pudding was...More",Cheap
102,Craft & Social,305 E Franklin Ave,TX,El Paso,79901-1211," American, Bar, Pub",4.5,64,"Cool place, lots of craft beers on tap, no full bat. Limited food but it was good. Staff was awesome,  cozy funky little place.",Medium
103,Old European Restaurant,7640 N Division St,WA,Spokane,99208-5614," German, European, Vegetarian Friendly",4.5,236,"Food was pretty good but it’s unbelievably loud. Felt like a cafeteria with people screaming over one another. Made it hard to have a conversation, which kind of ruined the meal. Acoustics could be fixed. 😒",Medium
104,18 Oaks,23808 Resort Parkway,TX,San Antonio,78261," American, Steakhouse, Gluten Free Options",4.5,350,"This was my 3rd time here for brunch and I will always recommend. Amazing food, great customer service and I had the pleasure of Jacob M being our server he made our dining experience outstanding. Highly recommend",Expensive
105,PITHARI TAVERNA,28 Woodbridge Ave,NJ,Highland Park,08904-3234," Mediterranean, Greek, Vegetarian Friendly",4.0,201,"This place has great food. We got our food quickly, staff was friendly, atmosphere casual, and we did not feel rushed at all. Plus the water tastes good.",Medium
106,Lombardi's Italian Restaurant & Wine Bar,1620 W Marine View Dr,WA,Everett,98201-2099," Italian, Vegetarian Friendly, Gluten Free Options",4.0,310,"On a long weekend we decided to go to this restaurant to have a relaxing and quiet lunch. The food was good, we had 3 different appetizers the service was a little overwhelmed overall this is a very goood restaurant",Medium
107,Fish Shack,700 E 15th St,TX,Plano,75074-5712," American, Seafood",4.5,332,"The fried oysters are legit delicious. Son and I ate here after a wrestling tournament. He finished his entire basket, and mine. The fried shrimp and catfish are excellent too. 
Crowded parking lot, line for counter service kept a steady flow of traffic. Food was...More",Medium
108,Denino's Pizzeria & Tavern,524 Port Richmond Ave,NY,Staten Island,10302-1721," Italian, Pizza, Vegetarian Friendly",4.5,805,"Good pizza great wings and fried calamari 
They use semolina and it always burns on the bottom of the pizza but otherwise a pretty good pie",Medium
109,Le Grand Bistro Americain,2220 Carillon Point,WA,Kirkland,98033-7446," French, Gluten Free Options, Vegetarian Friendly",4.0,238,This is one of my favorite restaurants in KIRKLAND. great view over Carillon marina and Lake Washington. Always had excellent service. Love their French onion soup.,Medium
110,Daniel,60 East 65th Street,NY,New York City,10065-7056," French, Vegetarian Friendly, Vegan Options",4.5,3274,"Wonderful restaurant, pleasant. The menu at DANIEL is a French culinary heritage. The food  is amazing.",Expensive
111,Poppa Rollo's Pizza,703 N Valley Mills Dr,TX,Waco,76710-4848," Italian, Pizza, Vegetarian Friendly",4.0,130,"The pizza was okay, but nothing special. All we had heard was that we HAD to try this place because the pizza was amazing. I'm still not convinced. I ordered a large pizza for takeout and it cost almost $27. The dough was bordering on...More",Medium
112,Lobster Shop,4015 Ruston Way,WA,Tacoma,98402-5315," American, Seafood, Vegetarian Friendly",4.5,563,We go to Lobster Shop every year for Valentines and it never disappoints. Make sure you book in advance! The taste menu is perfect and the service is even better.,Expensive
113,Houlihan's,491 Route 70,NJ,Brick,08723-4049," American, Bar, Gluten Free Options",4.0,162,They were not prepared for New Year’s Eve rush. Had reservations for 7 waited 30 minutes before asking what the hold up was. After I complained they sat us. Took 35 minutes before any food arrived. They brought appetizer and main course at same time....More,Medium
114,Novellis Italian Restaurant,2410 Hamburg Tpke,NJ,Wayne,07470-6226," Italian, Vegetarian Friendly, Vegan Options",4.5,144,Novellis is a really nice classy restaurant. Once I stepped foot into it the owners were very sweet and greeted us very well. We sat at a nice table by the fireplace and our waiter was great! The food was the best part. I truly...More,Expensive
115,Mother's Cupboard Fish Fry,3709 James St,NY,Syracuse,13206-2525," American, Diner",4.5,141,"Small little building with some shared tables and a very friendly staff.   Food is amazing and portions are huge.   The Frittata is huge and they have a 6 pound challenge.  Great food, cheap eats.  We try to go there every time we are in Syracuse.",Cheap
116,Fremont Brewing,3409 Woodland Park Ave N,WA,Seattle,98103-8925," Pub, Brew Pub",4.5,185,"A amazing brewery for friends gathering. The beer is nice, the indoor and outdoor seat setting are very cool and perfect for friends gathering",Cheap
117,Andale Mexican Restaurant & Cantina,9201 Gateway Blvd W,TX,El Paso,79925-7039," Mexican, Latin, Vegetarian Friendly",4.0,150,"There are so many choices for Mexican food on the border, but we decided to try something new . . .

We are VERY glad to have tried Andale.  There was live music that night with a 30 minute wait for a table, but we...More",Medium
118,Q-Shi,1491 Spring Cypress Rd,TX,Spring,77373-2548," Japanese, Barbecue, Sushi",4.5,116,"Our Covenant Group gets together once a month or an Outing and/or Dinner. Yesterday we went to the 'Escape Room' located on FM 2920 in Spring then for Dinner at ""Q-Shi BBQ / Bistro"". We had reservations at Q-Shi and elected to sit in the...More",Medium
119,Artisans,3201 Louisiana St,TX,Houston,77006-6644," French, Gluten Free Options, Vegetarian Friendly",4.5,241,"I enjoyed an amazing business lunch with lobster bisque, crusted sea bass and pecan bread pudding. The food was fantastic and service above expectations!",Expensive
120,Texas Roadhouse,3400 N Expressway # 77/83,TX,Brownsville,78526-4148," American, Steakhouse",4.5,209,"We ate here twice while staying at the Holiday Inn. This restauarnt does not take bookings but does operate a wait list which we used both times. The first time it worked well, but the second time the app failed to deliver an acknowledgement but...More",Medium
121,Gandolfo's New York Deli,107 E Stuart Rd,WA,Bellingham,98226-8196," American, Deli, Vegetarian Friendly",4.5,80,This is a fabulous lunch spot and the sandwiches so awesome we came here 2 days in a row while visiting from Michigan. I talked my daughters ( who said they don’t like reubens) to taste mine and today all three of us are eating...More,Medium
122,Katie O'Byrnes Restaurant,121 Wall St,NY,Schenectady,12305-1914," Irish, Bar, Pub",4.0,206,The place reminded me of an Irish pub I visited in Dublin.  I had the reuben which was OUT OF THIS WORLD!  It was loaded with meat and the rye was perfect.  The only thing lacking for me was the dill pickle.,Medium
123,Asian Jewels Seafood Restaurant,13330 39th Ave,NY,Flushing,11354-4433," Chinese, Asian, Seafood",4.0,119,"Would give 4.5 if I could! We came here on a recent Sunday for dim sum. We parked down the street not knowing there was a small parking lot next to the restaurant, but the restaurant lot was full as we walked by. We arrived...More",Medium
124,Ram Restaurant and Brewery,512 Ramsay Way,WA,Kent,98032-4509," American, Bar, Pub",4.0,137,Absolutely love their fries. Great seasoning and cooked just right. Good salads and burgers. Worth a visit.,Medium
125,Golden Steer Steak'n Rib House,23826 104th Ave SE,WA,Kent,98031-3314," American, Steakhouse",3.5,74,This is one of our go to places in Kent.  The food is consistently good and the service is great.  My meatloaf had a nice flavor and the appetizers were good.,Medium
126,The Capital Grille,5365 Westheimer Rd,TX,Houston,77056-5402," American, Steakhouse, Vegetarian Friendly",4.5,428,"This is like many other Capital Grille a winner. Great food, even better service. They really care about special wishes. Also I like the wine pad with all the information about your wine",Expensive
127,The Irishmen,2923 Colby Ave,WA,Everett,98201-4010," Irish, Bar, Pub",4.0,82,"Colby Ave. has a lot of restaurants including the Irishmen. My best advice is to consider it a good place for a beer, but skip the food and keep walking to one of the many restaurants on Colby. My wife and I met another couple...More",Medium
128,Brazos Bar & Bistro,211 Clay Ave,TX,Waco,76706-1039," American, Bar, Vegetarian Friendly",4.5,311,"Signed up for the Valentines Day special menu dinner.   Had been in previous years and it ""was"" wonderful.     In the last few months have noticed during several dinners and lunches it was having problems.  Quality of food unpredictable and never enough staff.........very slow service.

Well...More",Medium
129,Bahari Estiatorio,3114 Broadway,NY,Astoria,11106-2585," Mediterranean, Greek, Vegetarian Friendly",4.5,224,"Experienced terrible service at this place. Came on a Sunday for lunch with my family and after we were taken to our table, no one ever came to service. All the waiters were gathered together watching a soccer game on a cell phone by a...More",Medium
130,Dee Lincoln Prime,6670 Winning Dr,TX,Frisco,75034-7656," Steakhouse, American, Seafood",4.0,43,8 of us went to try Dee Lincoln Primr. Was very good steak but not better than all. had  char broiler oysters for appetizer. It was terrible. Very fishy. Strong odor. Great service. Very expensive. Also should include something to do with steak.,Expensive
131,Gator's Sports Bar & Grill,21609 84th Ave S,WA,Kent,98032-2467," American, Bar, Pub",4.0,40,The food here is really good and the portions are great. There are plenty of TVs to watch lots of sports at the same time. It can get loud but that's what a sports bar is right? The best thing about this place is that...More,Medium
132,Los Tacos No. 1,229 W 43rd St,NY,New York City,10036-3982," Mexican, Latin, Central American",4.5,515,This place is a must if your a taco fan.  I think it’s the best place to satisfy a Mexican craving.  It’s worth the wait as it will please your tastebuds and you will be back for more. Price wise I think it’s great value...More,Cheap
133,618,618 Park Ave,NJ,Freehold,07728-2352," American, Vegetarian Friendly, Vegan Options",4.5,395,"What a great place!  The decor was classy and comfortable, and the vibe was intimate. Our waiter, Rick, was extremely friendly and knowledgeable about the menu and made excellent suggestions.  He also paced the meal well and was attentive without being intrusive at all.  And...More",Medium
